profile_id,first_name,last_name,gender,ethnicity,name_ID,tokens,agentic_count,communal_count,certainty_count,tentative_count
3131,Ramona,Popp,female,german,1,319,3,13,3,3
377,Ramona,Popp,female,german,1,319,12,16,5,1
465,Ramona,Popp,female,german,1,386,6,12,10,6
528,Ramona,Popp,female,german,1,343,4,5,3,1
571,Ramona,Popp,female,german,1,234,3,2,3,1
6,Ramona,Popp,female,german,1,102,3,6,3,4
762,Ramona,Popp,female,german,1,240,4,20,6,8
778,Ramona,Popp,female,german,1,373,10,14,6,9
930,Ramona,Popp,female,german,1,284,5,1,2,1
1416,Rene,Schmitt,male,german,12,272,3,12,3,4
1485,Rene,Schmitt,male,german,12,337,10,13,7,3
1665,Rene,Schmitt,male,german,12,386,9,6,3,1
1737,Rene,Schmitt,male,german,12,255,4,12,4,6
176,Rene,Schmitt,male,german,12,434,3,2,3,1
1871,Rene,Schmitt,male,german,12,313,6,19,6,4
1885,Rene,Schmitt,male,german,12,261,5,10,8,8
201,Rene,Schmitt,male,german,12,357,3,28,5,9
2100,Rene,Schmitt,male,german,12,272,6,14,10,3
2147,Rene,Schmitt,male,german,12,458,2,7,5,2
2168,Rene,Schmitt,male,german,12,307,2,11,4,4
2173,Rene,Schmitt,male,german,12,191,5,7,5,0
221,Rene,Schmitt,male,german,12,321,7,10,8,4
2566,Rene,Schmitt,male,german,12,151,2,5,1,1
2589,Rene,Schmitt,male,german,12,311,3,7,4,4
2660,Rene,Schmitt,male,german,12,255,0,19,0,1
2793,Rene,Schmitt,male,german,12,225,4,6,4,3
2795,Rene,Schmitt,male,german,12,344,3,10,6,2
2860,Rene,Schmitt,male,german,12,278,3,21,4,6
2927,Rene,Schmitt,male,german,12,289,2,9,3,3
307,Rene,Schmitt,male,german,12,252,8,6,2,2
3131,Rene,Schmitt,male,german,12,297,2,2,2,3
377,Rene,Schmitt,male,german,12,379,4,8,2,2
465,Rene,Schmitt,male,german,12,160,4,6,6,4
528,Rene,Schmitt,male,german,12,302,6,8,6,5
571,Rene,Schmitt,male,german,12,317,5,5,3,8
6,Rene,Schmitt,male,german,12,131,4,6,3,8
762,Rene,Schmitt,male,german,12,373,7,19,11,10
778,Rene,Schmitt,male,german,12,167,5,11,2,6
930,Rene,Schmitt,male,german,12,348,4,11,2,4
1416,Sonja,Ackermann,female,german,15,349,11,11,8,5
1485,Sonja,Ackermann,female,german,15,237,3,9,2,3
1665,Sonja,Ackermann,female,german,15,337,8,7,4,1
1737,Sonja,Ackermann,female,german,15,167,3,4,1,2
176,Sonja,Ackermann,female,german,15,333,1,8,7,3
1871,Sonja,Ackermann,female,german,15,219,6,11,0,1
1885,Sonja,Ackermann,female,german,15,324,8,20,5,6
201,Sonja,Ackermann,female,german,15,231,5,10,5,4
2100,Sonja,Ackermann,female,german,15,486,6,24,11,5
2147,Sonja,Ackermann,female,german,15,366,5,14,10,2
2168,Sonja,Ackermann,female,german,15,205,1,8,3,0
2173,Sonja,Ackermann,female,german,15,269,5,16,2,5
221,Sonja,Ackermann,female,german,15,384,10,6,0,3
2566,Sonja,Ackermann,female,german,15,274,5,6,4,3
2589,Sonja,Ackermann,female,german,15,305,3,10,4,5
2660,Sonja,Ackermann,female,german,15,257,1,19,8,5
2793,Sonja,Ackermann,female,german,15,251,2,7,3,4
2795,Sonja,Ackermann,female,german,15,250,6,16,4,2
2860,Sonja,Ackermann,female,german,15,348,2,21,2,4
2927,Sonja,Ackermann,female,german,15,221,3,4,1,0
307,Sonja,Ackermann,female,german,15,209,6,4,4,1
3131,Sonja,Ackermann,female,german,15,201,2,5,2,1
377,Sonja,Ackermann,female,german,15,240,9,11,6,3
465,Sonja,Ackermann,female,german,15,221,2,5,4,4
528,Sonja,Ackermann,female,german,15,212,1,8,2,2
571,Sonja,Ackermann,female,german,15,208,2,6,1,3
6,Sonja,Ackermann,female,german,15,152,8,7,7,5
762,Sonja,Ackermann,female,german,15,304,6,18,8,6
778,Sonja,Ackermann,female,german,15,320,14,13,9,7
930,Sonja,Ackermann,female,german,15,293,3,10,3,3
1416,Suat,Mutlu,male,turkish,36,349,3,8,3,0
1485,Suat,Mutlu,male,turkish,36,327,11,10,9,4
1665,Suat,Mutlu,male,turkish,36,369,6,4,6,3
1737,Suat,Mutlu,male,turkish,36,356,5,11,8,5
176,Suat,Mutlu,male,turkish,36,481,7,9,8,6
1871,Suat,Mutlu,male,turkish,36,203,2,8,6,1
1885,Suat,Mutlu,male,turkish,36,359,5,11,7,3
201,Suat,Mutlu,male,turkish,36,266,5,13,3,7
2100,Suat,Mutlu,male,turkish,36,318,4,9,4,2
2147,Suat,Mutlu,male,turkish,36,285,2,8,6,5
2168,Suat,Mutlu,male,turkish,36,386,1,16,6,12
2173,Suat,Mutlu,male,turkish,36,145,3,5,2,1
221,Suat,Mutlu,male,turkish,36,386,6,11,7,6
2566,Suat,Mutlu,male,turkish,36,334,10,9,1,2
2589,Suat,Mutlu,male,turkish,36,223,5,7,3,4
2660,Suat,Mutlu,male,turkish,36,289,3,32,7,3
2793,Suat,Mutlu,male,turkish,36,239,4,8,3,2
2795,Suat,Mutlu,male,turkish,36,355,9,12,7,5
2860,Suat,Mutlu,male,turkish,36,317,1,23,1,5
2927,Suat,Mutlu,male,turkish,36,316,3,13,6,6
307,Suat,Mutlu,male,turkish,36,303,9,2,11,2
3131,Suat,Mutlu,male,turkish,36,298,1,7,2,0
377,Suat,Mutlu,male,turkish,36,291,2,6,5,1
465,Suat,Mutlu,male,turkish,36,281,19,3,18,5
528,Suat,Mutlu,male,turkish,36,233,3,7,4,4
571,Suat,Mutlu,male,turkish,36,228,2,4,3,0
6,Suat,Mutlu,male,turkish,36,116,3,6,2,5
762,Suat,Mutlu,male,turkish,36,260,4,15,9,5
778,Suat,Mutlu,male,turkish,36,360,8,11,6,8
930,Suat,Mutlu,male,turkish,36,416,2,15,4,5
1416,Suna,Acar,female,turkish,31,239,2,9,3,2
1485,Suna,Acar,female,turkish,31,302,6,5,3,3
1665,Suna,Acar,female,turkish,31,377,8,11,6,0
1737,Suna,Acar,female,turkish,31,324,1,8,0,1
176,Suna,Acar,female,turkish,31,439,5,8,7,4
1871,Suna,Acar,female,turkish,31,277,5,23,4,3
1885,Suna,Acar,female,turkish,31,376,4,11,5,9
201,Suna,Acar,female,turkish,31,184,2,9,4,6
2100,Suna,Acar,female,turkish,31,310,7,10,4,6
2147,Suna,Acar,female,turkish,31,269,7,13,8,2
2168,Suna,Acar,female,turkish,31,222,0,12,8,4
2173,Suna,Acar,female,turkish,31,482,9,14,9,4
221,Suna,Acar,female,turkish,31,228,7,10,6,2
2566,Suna,Acar,female,turkish,31,284,3,8,5,1
2589,Suna,Acar,female,turkish,31,302,4,12,7,3
2660,Suna,Acar,female,turkish,31,429,3,24,11,3
2793,Suna,Acar,female,turkish,31,230,4,5,1,2
2795,Suna,Acar,female,turkish,31,231,7,9,5,0
2860,Suna,Acar,female,turkish,31,294,2,20,4,2
2927,Suna,Acar,female,turkish,31,264,2,5,2,2
307,Suna,Acar,female,turkish,31,176,1,3,4,3
3131,Suna,Acar,female,turkish,31,232,2,5,2,1
377,Suna,Acar,female,turkish,31,199,19,3,15,1
465,Suna,Acar,female,turkish,31,373,3,10,5,3
528,Suna,Acar,female,turkish,31,194,0,1,2,0
571,Suna,Acar,female,turkish,31,267,0,3,2,1
6,Suna,Acar,female,turkish,31,102,2,4,2,5
762,Suna,Acar,female,turkish,31,338,13,15,11,1
778,Suna,Acar,female,turkish,31,266,9,9,8,5
930,Suna,Acar,female,turkish,31,281,3,4,4,2
1416,Ute,Schmitt,female,german,11,256,3,8,0,6
1485,Ute,Schmitt,female,german,11,282,4,12,3,3
1665,Ute,Schmitt,female,german,11,373,5,7,3,0
1737,Ute,Schmitt,female,german,11,263,6,12,4,7
176,Ute,Schmitt,female,german,11,299,2,8,5,5
1871,Ute,Schmitt,female,german,11,237,4,15,4,1
1885,Ute,Schmitt,female,german,11,273,3,6,5,3
201,Ute,Schmitt,female,german,11,221,6,8,5,2
2100,Ute,Schmitt,female,german,11,225,2,12,0,1
2147,Ute,Schmitt,female,german,11,294,4,6,9,4
2168,Ute,Schmitt,female,german,11,155,1,5,6,1
2173,Ute,Schmitt,female,german,11,163,2,10,3,3
221,Ute,Schmitt,female,german,11,297,5,12,10,3
2566,Ute,Schmitt,female,german,11,360,3,6,5,8
2589,Ute,Schmitt,female,german,11,276,3,16,3,3
2660,Ute,Schmitt,female,german,11,236,1,13,9,2
2793,Ute,Schmitt,female,german,11,281,2,3,5,2
2795,Ute,Schmitt,female,german,11,260,4,7,4,0
2860,Ute,Schmitt,female,german,11,184,3,19,1,1
2927,Ute,Schmitt,female,german,11,366,3,11,5,8
307,Ute,Schmitt,female,german,11,253,12,8,8,4
3131,Ute,Schmitt,female,german,11,290,3,3,2,2
377,Ute,Schmitt,female,german,11,262,5,5,2,2
465,Ute,Schmitt,female,german,11,312,6,15,3,2
528,Ute,Schmitt,female,german,11,368,8,10,2,12
571,Ute,Schmitt,female,german,11,250,2,7,0,3
6,Ute,Schmitt,female,german,11,270,11,11,7,5
762,Ute,Schmitt,female,german,11,285,5,18,7,7
778,Ute,Schmitt,female,german,11,349,3,13,3,9
930,Ute,Schmitt,female,german,11,423,1,11,2,6
1416,Yunus,Sönmez,male,turkish,30,206,2,4,2,4
1485,Yunus,Sönmez,male,turkish,30,293,20,13,22,1
1665,Yunus,Sönmez,male,turkish,30,258,5,13,1,1
1737,Yunus,Sönmez,male,turkish,30,208,4,7,3,5
176,Yunus,Sönmez,male,turkish,30,376,0,7,2,1
1871,Yunus,Sönmez,male,turkish,30,465,6,32,12,3
1885,Yunus,Sönmez,male,turkish,30,276,4,9,6,3
201,Yunus,Sönmez,male,turkish,30,324,6,22,8,13
2100,Yunus,Sönmez,male,turkish,30,279,5,10,8,4
2147,Yunus,Sönmez,male,turkish,30,224,8,7,5,2
2168,Yunus,Sönmez,male,turkish,30,309,3,10,12,0
2173,Yunus,Sönmez,male,turkish,30,232,1,4,3,0
221,Yunus,Sönmez,male,turkish,30,268,6,5,8,1
2566,Yunus,Sönmez,male,turkish,30,299,4,6,3,1
2589,Yunus,Sönmez,male,turkish,30,243,3,11,4,4
2660,Yunus,Sönmez,male,turkish,30,253,0,19,9,3
2793,Yunus,Sönmez,male,turkish,30,296,2,4,2,2
2795,Yunus,Sönmez,male,turkish,30,219,3,7,1,2
2860,Yunus,Sönmez,male,turkish,30,224,2,18,2,3
2927,Yunus,Sönmez,male,turkish,30,395,3,18,9,7
307,Yunus,Sönmez,male,turkish,30,264,8,8,8,5
3131,Yunus,Sönmez,male,turkish,30,298,4,9,4,2
377,Yunus,Sönmez,male,turkish,30,317,0,7,1,2
465,Yunus,Sönmez,male,turkish,30,169,5,9,5,1
528,Yunus,Sönmez,male,turkish,30,311,5,8,3,2
571,Yunus,Sönmez,male,turkish,30,244,6,4,1,2
6,Yunus,Sönmez,male,turkish,30,167,4,8,3,4
762,Yunus,Sönmez,male,turkish,30,173,6,10,6,3
778,Yunus,Sönmez,male,turkish,30,278,7,10,3,6
930,Yunus,Sönmez,male,turkish,30,393,1,15,4,3
1416,Özlem,Mutlu,female,turkish,35,212,0,7,2,1
1485,Özlem,Mutlu,female,turkish,35,238,11,11,7,5
1665,Özlem,Mutlu,female,turkish,35,356,5,13,2,2
1737,Özlem,Mutlu,female,turkish,35,184,3,2,0,1
176,Özlem,Mutlu,female,turkish,35,889,5,16,16,6
1871,Özlem,Mutlu,female,turkish,35,274,2,17,4,1
1885,Özlem,Mutlu,female,turkish,35,273,9,13,5,0
201,Özlem,Mutlu,female,turkish,35,231,5,17,4,9
2100,Özlem,Mutlu,female,turkish,35,178,1,1,3,1
2147,Özlem,Mutlu,female,turkish,35,266,7,11,9,7
2168,Özlem,Mutlu,female,turkish,35,327,2,15,10,7
2173,Özlem,Mutlu,female,turkish,35,212,0,2,2,0
221,Özlem,Mutlu,female,turkish,35,287,6,11,9,3
2566,Özlem,Mutlu,female,turkish,35,205,3,5,3,0
2589,Özlem,Mutlu,female,turkish,35,267,0,11,4,2
2660,Özlem,Mutlu,female,turkish,35,190,1,14,5,1
2793,Özlem,Mutlu,female,turkish,35,320,3,5,5,4
2795,Özlem,Mutlu,female,turkish,35,277,6,13,5,2
2860,Özlem,Mutlu,female,turkish,35,292,2,24,1,2
2927,Özlem,Mutlu,female,turkish,35,349,2,12,2,4
307,Özlem,Mutlu,female,turkish,35,246,5,3,8,4
3131,Özlem,Mutlu,female,turkish,35,238,0,10,2,0
377,Özlem,Mutlu,female,turkish,35,338,3,10,5,1
465,Özlem,Mutlu,female,turkish,35,403,9,8,6,7
528,Özlem,Mutlu,female,turkish,35,413,5,7,5,6
571,Özlem,Mutlu,female,turkish,35,231,4,3,5,4
6,Özlem,Mutlu,female,turkish,35,246,7,9,5,5
762,Özlem,Mutlu,female,turkish,35,178,4,6,2,0
778,Özlem,Mutlu,female,turkish,35,391,10,15,13,11
930,Özlem,Mutlu,female,turkish,35,343,2,14,4,4
1416,Şahin,Acar,male,turkish,32,309,8,6,9,0
1485,Şahin,Acar,male,turkish,32,200,1,4,3,2
1665,Şahin,Acar,male,turkish,32,322,8,12,4,1
1737,Şahin,Acar,male,turkish,32,173,4,10,3,2
176,Şahin,Acar,male,turkish,32,483,4,11,6,2
1871,Şahin,Acar,male,turkish,32,242,4,14,3,5
1885,Şahin,Acar,male,turkish,32,261,3,11,4,6
201,Şahin,Acar,male,turkish,32,203,3,10,5,6
2100,Şahin,Acar,male,turkish,32,252,4,13,8,3
2147,Şahin,Acar,male,turkish,32,186,4,5,5,1
2168,Şahin,Acar,male,turkish,32,218,1,12,7,4
2173,Şahin,Acar,male,turkish,32,294,6,9,9,0
221,Şahin,Acar,male,turkish,32,232,5,12,7,2
2566,Şahin,Acar,male,turkish,32,271,2,6,2,1
2589,Şahin,Acar,male,turkish,32,343,10,11,10,1
2660,Şahin,Acar,male,turkish,32,207,1,20,5,0
2793,Şahin,Acar,male,turkish,32,252,3,6,3,4
2795,Şahin,Acar,male,turkish,32,260,5,11,3,2
2860,Şahin,Acar,male,turkish,32,297,1,29,3,3
2927,Şahin,Acar,male,turkish,32,217,1,8,4,3
307,Şahin,Acar,male,turkish,32,224,6,6,2,7
3131,Şahin,Acar,male,turkish,32,283,3,10,1,2
377,Şahin,Acar,male,turkish,32,244,6,7,1,0
465,Şahin,Acar,male,turkish,32,220,5,8,7,2
528,Şahin,Acar,male,turkish,32,364,8,5,0,2
571,Şahin,Acar,male,turkish,32,192,3,5,5,3
6,Şahin,Acar,male,turkish,32,102,4,3,1,1
762,Şahin,Acar,male,turkish,32,211,4,7,5,1
778,Şahin,Acar,male,turkish,32,253,6,12,2,3
930,Şahin,Acar,male,turkish,32,286,3,3,0,0
