profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
3131,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,297,86,9,21,9,9,17,146,289.5622895622896,30.303030303030305,70.70707070707071,30.303030303030305,30.303030303030305,57.239057239057246,491.5824915824916
377,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,262,92,3,22,1,2,18,124,351.14503816793894,11.450381679389313,83.96946564885496,3.816793893129771,7.633587786259542,68.70229007633588,473.2824427480916
465,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,201,68,5,12,2,1,9,104,338.30845771144277,24.87562189054726,59.70149253731343,9.950248756218905,4.975124378109452,44.776119402985074,517.4129353233831
528,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,221,76,4,22,2,2,9,106,343.8914027149321,18.099547511312217,99.5475113122172,9.049773755656108,9.049773755656108,40.723981900452486,479.63800904977376
571,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,227,75,9,21,4,2,10,106,330.39647577092506,39.64757709251101,92.51101321585902,17.621145374449338,8.810572687224669,44.052863436123346,466.9603524229074
6,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,194,55,7,17,8,4,5,98,283.50515463917526,36.08247422680412,87.62886597938144,41.23711340206186,20.61855670103093,25.77319587628866,505.1546391752578
762,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,248,85,9,13,6,5,16,114,342.741935483871,36.29032258064516,52.41935483870968,24.193548387096776,20.161290322580644,64.51612903225806,459.6774193548387
778,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,251,91,4,21,2,2,13,118,362.54980079681275,15.936254980079681,83.66533864541833,7.968127490039841,7.968127490039841,51.79282868525897,470.1195219123506
930,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,288,80,4,21,6,4,12,161,277.77777777777777,13.88888888888889,72.91666666666667,20.833333333333336,13.88888888888889,41.66666666666667,559.0277777777778
1416,Britta,Kern,female,german,7,openai,gpt-4o-mini,223,75,3,23,6,4,11,101,336.32286995515693,13.452914798206276,103.1390134529148,26.905829596412552,17.937219730941703,49.327354260089685,452.91479820627796
1485,Britta,Kern,female,german,7,openai,gpt-4o-mini,214,80,6,22,4,4,7,91,373.8317757009346,28.037383177570092,102.80373831775701,18.69158878504673,18.69158878504673,32.71028037383178,425.23364485981307
1665,Britta,Kern,female,german,7,openai,gpt-4o-mini,278,97,5,31,3,3,10,129,348.9208633093525,17.985611510791365,111.51079136690647,10.79136690647482,10.79136690647482,35.97122302158273,464.0287769784172
1737,Britta,Kern,female,german,7,openai,gpt-4o-mini,279,96,8,29,4,9,10,123,344.0860215053764,28.67383512544803,103.94265232974911,14.336917562724015,32.25806451612903,35.842293906810035,440.86021505376345
176,Britta,Kern,female,german,7,openai,gpt-4o-mini,282,84,5,20,8,6,15,144,297.8723404255319,17.73049645390071,70.92198581560284,28.368794326241133,21.27659574468085,53.191489361702125,510.6382978723404
1871,Britta,Kern,female,german,7,openai,gpt-4o-mini,231,84,4,16,6,4,11,106,363.6363636363636,17.316017316017316,69.26406926406926,25.974025974025974,17.316017316017316,47.61904761904762,458.87445887445887
1885,Britta,Kern,female,german,7,openai,gpt-4o-mini,217,84,4,15,4,3,10,97,387.09677419354836,18.433179723502302,69.12442396313364,18.433179723502302,13.824884792626726,46.08294930875576,447.00460829493085
201,Britta,Kern,female,german,7,openai,gpt-4o-mini,232,83,6,17,2,4,10,110,357.75862068965523,25.862068965517246,73.27586206896552,8.620689655172415,17.24137931034483,43.10344827586207,474.1379310344828
2100,Britta,Kern,female,german,7,openai,gpt-4o-mini,277,99,7,21,4,7,12,127,357.4007220216606,25.27075812274368,75.81227436823104,14.440433212996389,25.27075812274368,43.32129963898917,458.48375451263536
2147,Britta,Kern,female,german,7,openai,gpt-4o-mini,236,81,8,17,2,3,11,114,343.22033898305085,33.898305084745765,72.03389830508475,8.474576271186441,12.711864406779661,46.610169491525426,483.0508474576271
2168,Britta,Kern,female,german,7,openai,gpt-4o-mini,184,64,5,15,5,3,8,84,347.82608695652175,27.17391304347826,81.52173913043478,27.17391304347826,16.304347826086957,43.47826086956522,456.5217391304348
2173,Britta,Kern,female,german,7,openai,gpt-4o-mini,267,96,5,14,7,3,9,133,359.5505617977528,18.726591760299623,52.43445692883895,26.217228464419474,11.235955056179774,33.70786516853932,498.12734082397003
221,Britta,Kern,female,german,7,openai,gpt-4o-mini,285,92,9,28,4,5,11,136,322.8070175438596,31.57894736842105,98.24561403508771,14.035087719298245,17.543859649122805,38.59649122807017,477.1929824561403
2566,Britta,Kern,female,german,7,openai,gpt-4o-mini,242,67,6,28,6,7,14,114,276.8595041322314,24.793388429752063,115.70247933884296,24.793388429752063,28.92561983471074,57.85123966942148,471.0743801652892
2589,Britta,Kern,female,german,7,openai,gpt-4o-mini,240,80,6,16,3,4,7,124,333.33333333333337,25.0,66.66666666666667,12.5,16.666666666666668,29.166666666666668,516.6666666666667
2660,Britta,Kern,female,german,7,openai,gpt-4o-mini,230,85,5,25,2,3,8,102,369.5652173913043,21.73913043478261,108.69565217391303,8.695652173913043,13.043478260869565,34.78260869565217,443.4782608695652
2793,Britta,Kern,female,german,7,openai,gpt-4o-mini,207,72,2,11,5,4,13,100,347.82608695652175,9.66183574879227,53.14009661835749,24.154589371980677,19.32367149758454,62.80193236714976,483.09178743961354
2795,Britta,Kern,female,german,7,openai,gpt-4o-mini,250,88,3,21,2,3,11,122,352.0,12.0,84.0,8.0,12.0,44.0,488.0
2860,Britta,Kern,female,german,7,openai,gpt-4o-mini,247,85,6,23,4,2,11,116,344.12955465587044,24.291497975708502,93.11740890688259,16.194331983805668,8.097165991902834,44.534412955465584,469.6356275303644
2927,Britta,Kern,female,german,7,openai,gpt-4o-mini,203,59,1,10,9,3,15,106,290.64039408866995,4.926108374384237,49.26108374384236,44.33497536945813,14.77832512315271,73.89162561576354,522.167487684729
307,Britta,Kern,female,german,7,openai,gpt-4o-mini,209,77,5,18,6,2,8,93,368.42105263157896,23.923444976076556,86.1244019138756,28.708133971291865,9.569377990430622,38.27751196172249,444.97607655502395
3131,Britta,Kern,female,german,7,openai,gpt-4o-mini,250,84,7,20,9,3,15,112,336.0,28.0,80.0,36.0,12.0,60.0,448.0
377,Britta,Kern,female,german,7,openai,gpt-4o-mini,256,88,9,23,5,7,18,106,343.75,35.15625,89.84375,19.53125,27.34375,70.3125,414.0625
465,Britta,Kern,female,german,7,openai,gpt-4o-mini,233,78,4,18,5,3,9,116,334.7639484978541,17.167381974248926,77.25321888412017,21.459227467811157,12.875536480686694,38.62660944206009,497.85407725321886
528,Britta,Kern,female,german,7,openai,gpt-4o-mini,221,59,4,24,11,4,6,113,266.9683257918552,18.099547511312217,108.5972850678733,49.7737556561086,18.099547511312217,27.149321266968325,511.3122171945701
571,Britta,Kern,female,german,7,openai,gpt-4o-mini,233,84,8,14,2,5,9,111,360.51502145922746,34.33476394849785,60.08583690987124,8.583690987124463,21.459227467811157,38.62660944206009,476.3948497854077
6,Britta,Kern,female,german,7,openai,gpt-4o-mini,158,44,7,14,6,4,4,79,278.4810126582278,44.30379746835443,88.60759493670886,37.9746835443038,25.31645569620253,25.31645569620253,500.0
762,Britta,Kern,female,german,7,openai,gpt-4o-mini,221,83,4,16,3,5,13,97,375.5656108597285,18.099547511312217,72.39819004524887,13.574660633484163,22.62443438914027,58.8235294117647,438.91402714932127
